product_id,sku,price,quantity
2224,W0189.Z3.DIW.01,1958.77,3
2225,W0190.Z3.DIW.03,2111.91,3
2226,W0190.Z3.DIW.04,2279.19,3
2227,W0190.Z3.DIW.01,1980.30,3
2228,W0191.Z3.DIW.03,2927.40,3
2229,W0191.Z3.DIW.01,2070.09,3
2230,W0192.Z3.DIW.01,2383.74,3
2234,W0196.Z3.DIW.01,1937.25,3
2235,W0197.Z3.DIW.01,4282.24,3
2236,W0198.Z3.DIW.01,5296.99,3
2237,W0199.Z3.DIW.01,4891.10,3
2238,W0200.Z3.DIW.01,3815.46,3
2239,W0201.Z3.DIW.01,3653.10,3
2240,W0202.Z3.DIW.01,4180.77,3
2244,W0207.Z3.DIW.01,2676.48,3
2245,W0207.Z3.DIW.02,2822.85,3
2246,W0208.Z3.DIW.01,2676.48,3
2247,W0208.Z3.DIW.02,2822.85,3
2248,W0209.Z3.DIW.01,1958.77,3
2249,W0209.Z3.DIW.02,2049.18,3
2250,W0210.Z3.DIW.01,2066.40,3
2251,W0210.Z3.DIW.02,2174.64,3
2252,W0211.Z3.DIW.01,1958.77,3
2253,W0211.Z3.DIW.02,2049.18,3
2254,W0214.Z3.DIW.01,3571.92,3
2255,W0215.Z3.DIW.01,4261.95,3
2256,W0220.Z3.DIW.06,4627.26,3
2257,W0220.Z3.DIW.07,4951.98,3
2258,W0220.Z3.DIW.10,7184.43,3
2259,W0220.Z3.DIW.11,10528.80,3
2260,W0220.Z3.DIW.12,19656.01,3
2262,W0220.Z3.DIW.02,2049.18,3
2263,W0220.Z3.DIW.03,2739.21,3
2264,W0220.Z3.DIW.04,3308.08,3
2265,W0221.Z3.DIW.04,4140.18,3
2266,W0221.Z3.DIW.06,4424.31,3
2267,W0221.Z3.DIW.07,4769.32,3
2268,W0221.Z3.DIW.01,2066.40,3
2269,W0221.Z3.DIW.02,2174.64,3
2270,W0221.Z3.DIW.03,2321.01,3
2271,W0222.Z3.DIW.14,2446.47,3
2273,W0222.Z3.DIW.07,3835.75,3
2274,W0222.Z3.DIW.08,4119.89,3
2275,W0222.Z3.DIW.09,4261.95,3
2276,W0222.Z3.DIW.10,4464.90,3
2277,W0222.Z3.DIW.12,1571.33,3
2279,W0222.Z3.DIW.01,2023.35,3
2280,W0222.Z3.DIW.02,2341.92,3
2281,W0222.Z3.DIW.03,2488.29,3
2282,W0222.Z3.DIW.05,2969.22,3
2285,W0223.Z3.DIW.03,4627.26,3
2286,W0223.Z3.DIW.04,4951.98,3
2287,W0223.Z3.DIW.01,1958.77,3
2288,W0223.Z3.DIW.02,2049.18,3
2289,W0224.Z3.DIW.03,4261.95,3
2290,W0224.Z3.DIW.04,4464.90,3
2291,W0224.Z3.DIW.01,1958.77,3
2292,W0224.Z3.DIW.02,2049.18,3
2294,W0225.Z3.DIW.04,4322.84,3
2295,W0225.Z3.DIW.05,4667.85,3
2296,W0225.Z3.DIW.01,2111.91,3
2297,W0225.Z3.DIW.02,2279.19,3
2304,W0228.Z3.DIW.02,2634.66,3
2306,W0228.Z3.DIW.04,4627.26,3
2307,W0228.Z3.DIW.05,4951.98,3
2308,W0228.Z3.DIW.06,5621.71,3
2309,W0228.Z3.DIW.07,7955.64,3
2310,W0228.Z3.DIW.08,10627.20,3
2311,W0229.Z3.DIW.06,4363.43,3
2312,W0229.Z3.DIW.07,4566.38,3
2313,W0229.Z3.DIW.02,2279.19,3
2315,W0230.Z3.DIW.01,2111.91,3
2316,W0230.Z3.DIW.02,2279.19,3
2317,W0231.Z3.DIW.04,4424.31,3
2318,W0231.Z3.DIW.05,4769.32,3
2319,W0231.Z3.DIW.01,2111.91,3
2320,W0231.Z3.DIW.02,2279.19,3
2325,W0234.Z3.DIW.03,4525.78,3
2326,W0234.Z3.DIW.04,4850.50,3
2327,W0234.Z3.DIW.06,19827.60,3
2328,W0235.Z3.DIW.01,2383.74,3
2329,W0237.Z3.DIW.01,2023.35,3
2330,W0238.Z3.DIW.01,3031.95,3
2331,W0239.Z3.DIW.01,3511.03,3
2332,W0240.Z3.DIW.01,3511.03,3
2335,W0241.Z3.DIW.03,3713.99,3
2336,W0242.Z3.DIW.02,3511.03,3
2337,W0243.Z3.DIW.01,3511.03,3
2341,W0246.Z3.DIW.01,2864.67,3
2343,W0248.Z3.DIW.01,2927.40,3
2344,W0249.Z3.DIW.01,2718.30,3
2350,W0256.Z3.DIW.01,3282.87,3
2352,W0258.Z3.DIW.01,3571.92,3
2356,W0262.Z3.DIW.02,3368.97,3
2359,W0267.Z3.DIW.02,5642.01,3
2361,W0269.Z3.DIW.01,2613.75,3
2362,W0271.Z3.DIW.01,4911.39,3
2363,W0272.Z3.DIW.01,3551.63,3
2364,W0273.Z3.DIW.01,2801.94,3
2366,W0276.Z3.DIW.01,2739.21,3
2368,W0278.Z3.DIW.01,3282.87,3
2370,W0285.Z3.DIW.01,1980.30,3
2371,W0286.Z3.DIW.01,2467.38,3
2373,W0288.Z3.DIW.01,3011.04,3
2374,W0288.Z3.DIW.02,4343.13,3
2376,W0291.Z3.DIW.01,4809.91,3
2377,W0291.Z3.DIW.02,5094.05,3
2378,W0292.Z3.DIW.02,3937.23,3
2379,W0293.Z3.DIW.01,4343.13,3
2381,W0294.Z3.DIW.01,3261.96,3
2382,W0294.Z3.DIW.02,3612.51,3
2383,W0294.Z3.DIW.03,4343.13,3
2384,W0295.Z3.DIW.01,3094.68,3
2385,W0295.Z3.DIW.02,3387.42,3
2389,W0299.Z3.DIW.01,2990.13,3
2393,W0302.Z3.DIW.01,3815.46,3
2394,W0305.Z3.DIW.01,2509.20,3
2395,W0306.Z3.DIW.01,1829.63,3
2396,W0311.Z3.DIW.01,2300.10,3
2397,W0314.Z3.DIW.01,2822.85,3
2398,W0317.Z3.DIW.01,3835.75,3
2400,W0318.Z3.DIW.02,2718.30,3
2405,W0320.Z3.DIW.02,2404.65,3
2406,W0320.Z3.DIW.03,2739.21,3
2407,W0320.Z3.DIW.07,4951.98,3
2408,W0322.Z3.DIW.01,1980.30,3
2413,W0329.Z3.DIW.01,2822.85,3
2415,W0331.Z3.DIW.01,2613.75,3
2416,W0332.Z3.DIW.01,1980.30,3
2419,W0335.Z3.DIW.01,2634.66,3
2425,W0340.Z3.DIW.06,4282.24,3
2429,W0340.Z3.DIW.02,2760.12,3
2430,W0341.Z3.DIW.01,4525.78,3
2432,W0343.Z3.DIW.01,3368.97,3
2434,W0344.Z3.DIW.01,6392.92,3
2435,W0345.Z3.DIW.01,6088.50,3
2436,W0346.Z3.DIW.02,4180.77,3
2438,W0347.Z3.DIW.01,4951.98,3
2440,W0349.Z3.DIW.01,3094.68,3
2442,W0352.Z3.DIW.01,5276.70,3
2443,W0353.Z3.DIW.01,3450.15,3
2444,W0355.Z3.DIW.01,5581.13,3
2445,W0356.Z3.DIW.01,6332.04,3
2447,W0360.Z3.DIW.01,2885.58,3
2448,W0361.Z3.DIW.01,2990.13,3
2449,W0362.Z3.DIW.01,3774.87,3
2451,W0364.Z3.DIW.01,5114.34,3
2452,W0365.Z3.DIW.01,2969.22,3
2456,W0367.Z3.DIW.01,2864.67,3
2458,W0369.Z3.DIW.01,3178.32,3
2467,W0377.Z3.DIW.01,4383.72,3
2471,W0381.Z3.DIW.01,3429.85,3
2472,W0382.Z3.DIW.01,3387.42,3
2477,W0387.Z3.DIW.01,3511.03,3
2488,W0399.Z3.DIW.01,3011.04,3
2489,W0401.Z3.DIW.01,2044.88,3
2490,W0402.Z3.DIW.01,3031.95,3
2492,W0404.Z3.DIW.01,6595.88,3
2496,W0406.Z3.DIW.01,3774.87,3
2497,W0407.Z3.DIW.01,2300.10,3
2499,W0408.Z3.DIW.02,4809.91,3
2501,W0410.Z3.DIW.01,3052.86,3
2502,W0411.Z3.DIW.01,2864.67,3
2503,W0412.Z3.DIW.01,3409.56,3
2504,W0413.Z3.DIW.01,3308.08,3
2505,W0414.Z3.DIW.01,3136.50,3
2506,W0415.Z3.DIW.01,2634.66,3
2507,W0416.Z3.DIW.01,4343.13,3
2508,W0417.Z3.DIW.01,2676.48,3
2509,W0418.Z3.DIW.01,3073.77,3
2510,W0419.Z3.DIW.01,2467.38,3
2512,W0421.Z3.DIW.01,2446.47,3
2513,W0423.Z3.DIW.01,6595.88,3
2515,W0425.Z3.DIW.01,2111.91,3
2516,W0426.Z3.DIW.01,2488.29,3
2517,W0427.Z3.DIW.01,2132.82,3
2518,W0428.Z3.DIW.01,2739.21,3
2519,W0429.Z3.DIW.01,4140.18,3
2522,W0432.Z3.DIW.01,2551.02,3
2523,W0433.Z3.DIW.01,3031.95,3
2524,W0434.Z3.DIW.01,4688.15,3
2525,W0435.Z3.DIW.01,2739.21,3
2527,W0437.Z3.DIW.01,3136.50,3
2528,W0439.Z3.DIW.01,5662.30,3
2529,W0442.Z3.DIW.01,3324.69,3
2532,W0446.Z3.DIW.01,2822.85,3
2533,W0447.Z3.DIW.01,4343.13,3
2534,W0448.Z3.DIW.01,3011.04,3
2535,W0449.Z3.DIW.01,3409.56,3
2536,W0450.Z3.DIW.02,3511.03,3
2537,W0450.Z3.DIW.01,2718.30,3
2539,W0453.Z3.DIW.01,3612.51,3
2543,W0459.Z3.DIW.03,4444.60,3
2544,W0459.Z3.DIW.01,2718.30,3
2547,W0461.Z3.DIW.01,1372.68,3
2548,W0461.Z3.DIW.02,1657.42,3
2549,W0461.Z3.DIW.03,2111.91,3
2550,W0462.Z3.DIW.01,3387.42,3
2551,W0463.Z3.DIW.01,2001.83,3
2552,W0464.Z3.DIW.02,1851.15,3
2553,W0465.Z3.DIW.01,2001.83,3
2554,W0466.Z3.DIW.01,2592.84,3
2555,W0467.Z3.DIW.01,2174.64,3
2556,W0468.Z3.DIW.01,2676.48,3
2557,W0469.Z3.DIW.01,2044.88,3
2558,W0470.Z3.DIW.01,2066.40,3
2559,W0471.Z3.DIW.01,1958.77,3
2562,W0474.Z3.DIW.01,3115.59,3
2563,W0475.Z3.DIW.01,3115.59,3
2564,W0477.Z3.DIW.01,5621.71,3
2567,W0479.Z3.DIW.01,1239.84,3
2569,W0482.Z3.DIW.01,5520.24,3
2570,W0482.Z3.DIW.02,6413.22,3
2571,W0482.Z3.DIW.03,9879.36,3
2572,W0482.Z3.DIW.04,19084.06,3
2574,W0484.Z3.DIW.01,2822.85,3
2575,W0484.Z3.DIW.02,3178.32,3
2576,W0484.Z3.DIW.03,3835.75,3
2583,W0499.Z3.DIW.02,3345.60,3
2584,W0499.Z3.DIW.03,3693.69,3
2585,W0500.Z3.DIW.01,1592.85,3
2587,W0504.Z3.DIW.01,1062.72,3
2588,W0505.Z3.DIW.01,1151.28,3
2589,W0506.Z3.DIW.01,2655.57,3
2590,W0507.Z3.DIW.01,3754.57,3
2591,W0508.Z3.DIW.01,7306.20,3
2592,W0508.Z3.DIW.02,8442.72,3
2593,W0508.Z3.DIW.03,11355.36,3
2594,W0508.Z3.DIW.04,20208.90,3
2595,W0509.Z3.DIW.01,1107.00,3
2596,W0510.Z3.DIW.01,4079.30,3
2597,W0512.Z3.DIW.01,1306.26,3
2601,W0519.Z3.DIW.01,15015.84,3
2603,W0521.Z3.DIW.01,2906.49,3
2604,W0522.Z3.DIW.01,3073.77,3
2605,W0523.Z3.DIW.01,1350.54,3
2606,W0524.Z3.DIW.01,2066.40,3
2607,W0524.Z3.DIW.02,2174.64,3
2609,W0524.Z3.DIW.04,3511.03,3
2610,W0524.Z3.DIW.05,4708.44,3
2612,W0526.Z3.DIW.01,5621.71,3
2613,W0526.Z3.DIW.02,6595.88,3
2614,W0526.Z3.DIW.03,10351.68,3
2615,W0526.Z3.DIW.04,18740.90,3
2616,W0528.Z3.DIW.01,2990.13,3
2617,W0530.Z3.DIW.01,6027.61,3
2618,W0531.Z3.DIW.01,2300.10,3
2619,W0532.Z3.DIW.01,3308.08,3
2620,W0534.Z3.DIW.02,6819.12,3
2621,W0534.Z3.DIW.03,7915.05,3
2622,W0534.Z3.DIW.04,10725.60,3
2623,W0534.Z3.DIW.05,19293.78,3
2624,W0535.Z3.DIW.02,5215.81,3
2625,W0535.Z3.DIW.03,6210.27,3
2626,W0535.Z3.DIW.04,9052.80,3
2627,W0535.Z3.DIW.05,17654.19,3
2628,W0537.Z3.DIW.01,1528.27,3
2629,W0539.Z3.DIW.01,5540.53,3
2630,W0539.Z3.DIW.02,6839.41,3
2631,W0539.Z3.DIW.03,9741.60,3
2632,W0539.Z3.DIW.04,18435.85,3
2633,W0540.Z3.DIW.02,5621.71,3
2634,W0540.Z3.DIW.03,6595.88,3
2635,W0540.Z3.DIW.04,9780.96,3
2636,W0540.Z3.DIW.05,18416.79,3
2637,W0541.Z3.DIW.01,5601.42,3
2638,W0541.Z3.DIW.02,7082.95,3
2639,W0541.Z3.DIW.03,9741.60,3
2640,W0541.Z3.DIW.04,18245.21,3
2641,W0542.Z3.DIW.02,6514.69,3
2642,W0542.Z3.DIW.03,9603.84,3
2643,W0542.Z3.DIW.04,18416.79,3
2644,W0543.Z3.DIW.01,5215.81,3
2645,W0543.Z3.DIW.02,6210.27,3
2646,W0543.Z3.DIW.04,17825.78,3
2647,W0544.Z3.DIW.01,6088.50,3
2648,W0544.Z3.DIW.02,7367.08,3
2649,W0544.Z3.DIW.03,10154.88,3
2650,W0544.Z3.DIW.04,18664.64,3
2651,W0545.Z3.DIW.01,7143.84,3
2652,W0545.Z3.DIW.03,10686.24,3
2653,W0545.Z3.DIW.04,19331.91,3
2654,W0546.Z3.DIW.01,6413.22,3
2655,W0546.Z3.DIW.02,7610.63,3
2656,W0546.Z3.DIW.03,10469.76,3
2657,W0547.Z3.DIW.01,5378.17,3
2658,W0547.Z3.DIW.02,6372.63,3
2659,W0547.Z3.DIW.03,9466.08,3
2660,W0547.Z3.DIW.04,17997.36,3
2661,W0548.Z3.DIW.01,8049.12,3
2662,W0548.Z3.DIW.02,9564.48,3
2663,W0548.Z3.DIW.04,21085.89,3
2664,W0549.Z3.DIW.01,10410.72,3
2665,W0549.Z3.DIW.02,11138.88,3
2666,W0549.Z3.DIW.03,14386.08,3
2667,W0549.Z3.DIW.04,22706.42,3
2668,W0550.Z3.DIW.01,6108.79,3
2669,W0550.Z3.DIW.03,10351.68,3
2670,W0550.Z3.DIW.04,18740.90,3
2671,W0551.Z3.DIW.01,5966.73,3
2672,W0551.Z3.DIW.02,7062.66,3
2673,W0551.Z3.DIW.03,11434.08,3
2674,W0551.Z3.DIW.04,19941.99,3
2678,W0553.Z3.DIW.01,5215.81,3
2679,W0553.Z3.DIW.02,6311.74,3
2680,W0553.Z3.DIW.03,9131.52,3
2681,W0554.Z3.DIW.01,2066.40,3
2682,W0562.Z3.DIW.01,4424.31,3
2683,W0563.Z3.DIW.01,5621.71,3
2684,W0563.Z3.DIW.02,6514.69,3
2685,W0563.Z3.DIW.03,9780.96,3
2686,W0563.Z3.DIW.04,19236.59,3
2687,W0567.Z3.DIW.01,1851.15,3
2688,W0568.Z3.DIW.01,3815.46,3
2689,W0570.Z3.DIW.01,3470.45,3
2690,W0571.Z3.DIW.01,3324.69,3
2691,W0580.Z3.DIW.01,2571.93,3
2692,W0542.Z3.DIW.01,5520.24,3
2693,W0543.Z3.DIW.03,9505.44,3
2694,W0545.Z3.DIW.02,8068.80,3
2695,W0546.Z3.DIW.04,18779.03,3
2696,W0548.Z3.DIW.03,12122.88,3
2697,W0550.Z3.DIW.02,7387.38,3
2699,W0553.Z3.DIW.04,17749.51,3
2700,W0561.Z3.DIW.01,2195.55,3
2701,W0565.Z3.DIW.01,3470.45,3
2796,W0001.B3.DIW.01,2070.09,3
2797,W0001.B3.DIW.02,3052.86,3
2798,W0004.B3.DIW.01,4749.03,3
2799,W0007.B3.DIW.01,2885.58,3
2801,W0009.B3.DIW.01,5560.83,3
2805,W0016.B3.DIW.01,4525.78,3
2808,W0021.B3.DIW.01,2613.75,3
2809,W0022.B3.DIW.01,2697.39,3
2810,W0023.B3.DIW.01,9859.68,3
2811,W0023.B3.DIW.02,12300.00,3
2813,W0027.B3.DIW.01,2592.84,3
2818,W0034.B3.DIW.01,2718.30,3
2819,W0036.B3.DIW.01,2279.19,3
2820,W0036.B3.DIW.03,4282.24,3
2822,W0042.B3.DIW.01,2509.20,3
2825,W0045.B3.DIW.01,2049.18,3
2826,W0047.B3.DIW.01,2822.85,3
2827,W0047.B3.DIW.03,5053.45,3
2829,W0051.B3.DIW.01,2070.09,3
2830,W0052.B3.DIW.01,4911.39,3
2831,W0052.B3.DIW.02,7204.72,3
2832,W0053.B3.DIW.01,2001.83,3
2834,W0055.B3.DIW.01,2467.38,3
2839,W0061.B3.DIW.01,3073.77,3
2840,W0062.B3.DIW.01,2864.67,3
2841,W0064.B3.DIW.01,2655.57,3
2843,W0070.B3.DIW.01,2927.40,3
2844,W0071.B3.DIW.01,2927.40,3
2845,W0072.B3.DIW.01,3409.56,3
2848,W0083.B3.DIW.01,3366.51,3
2850,W0088.B3.DIW.01,2300.10,3
2851,W0088.B3.DIW.03,2781.03,3
2852,W0088.B3.DIW.04,2927.40,3
2853,W0088.B3.DIW.05,3094.68,3
2855,W0090.B3.DIW.01,2258.28,3
2856,W0091.B3.DIW.01,2111.91,3
2858,W0096.B3.DIW.01,2195.55,3
2859,W0100.B3.DIW.01,1700.47,3
2863,W0111.B3.DIW.01,2070.09,3
2864,W0111.B3.DIW.04,2488.29,3
2865,W0111.B3.DIW.06,2969.22,3
2866,W0111.B3.DIW.07,2066.40,3
2867,W0114.B3.DIW.01,2066.40,3
2868,W0116.B3.DIW.01,2383.74,3
2869,W0118.B3.DIW.01,2153.73,3
2879,W0133.B3.DIW.01,2969.22,3
2880,W0134.B3.DIW.01,2718.30,3
2881,W0137.B3.DIW.01,2195.55,3
2886,W0155.B3.DIW.01,3308.08,3
2887,W0155.B3.DIW.02,4343.13,3
2888,W0155.B3.DIW.05,5357.88,3
2889,W0155.B3.DIW.06,7367.08,3
2890,W0156.B3.DIW.02,2362.83,3
2891,W0156.B3.DIW.03,3470.45,3
2892,W0157.B3.DIW.01,3094.68,3
2893,W0158.B3.DIW.01,1980.30,3
2894,W0159.B3.DIW.01,2718.30,3
2895,W0160.B3.DIW.01,2613.75,3
2899,W0163.B3.DIW.01,2383.74,3
2901,W0163.B3.DIW.03,4951.98,3
2902,W0171.B3.DIW.01,2551.02,3
2903,W0173.B3.DIW.01,2864.67,3
2904,W0175.B3.DIW.01,1894.20,3
2906,W0177.B3.DIW.01,3094.68,3
2907,W0178.B3.DIW.01,2195.55,3
2908,W0178.B3.DIW.02,2613.75,3
2909,W0179.B3.DIW.01,1614.38,3
2910,W0180.B3.DIW.01,2613.75,3
2911,W0181.B3.DIW.01,1980.30,3
2913,W0184.B3.DIW.01,3199.23,3
2915,W0187.B3.DIW.01,1980.30,3
2916,W0188.B3.DIW.01,2001.83,3
2917,W0189.B3.DIW.01,1958.77,3
2918,W0190.B3.DIW.01,1980.30,3
2919,W0190.B3.DIW.03,2111.91,3
2920,W0190.B3.DIW.04,2279.19,3
2921,W0191.B3.DIW.01,2070.09,3
2922,W0191.B3.DIW.03,2927.40,3
2923,W0192.B3.DIW.01,2383.74,3
2927,W0196.B3.DIW.01,1937.25,3
2928,W0197.B3.DIW.01,4282.24,3
2929,W0198.B3.DIW.01,5296.99,3
2930,W0199.B3.DIW.01,4891.10,3
2931,W0200.B3.DIW.01,3815.46,3
2932,W0201.B3.DIW.01,3653.10,3
2933,W0202.B3.DIW.01,4180.77,3
2937,W0207.B3.DIW.01,2676.48,3
2938,W0207.B3.DIW.02,2822.85,3
2939,W0208.B3.DIW.01,2676.48,3
2940,W0208.B3.DIW.02,2822.85,3
2941,W0209.B3.DIW.01,1958.77,3
2942,W0209.B3.DIW.02,2049.18,3
2943,W0210.B3.DIW.01,2066.40,3
2944,W0210.B3.DIW.02,2174.64,3
2945,W0211.B3.DIW.01,1958.77,3
2946,W0211.B3.DIW.02,2049.18,3
2947,W0214.B3.DIW.01,3571.92,3
2948,W0215.B3.DIW.01,4261.95,3
2949,W0220.B3.DIW.02,2049.18,3
2950,W0220.B3.DIW.03,2739.21,3
2951,W0220.B3.DIW.04,3308.08,3
2952,W0220.B3.DIW.06,4627.26,3
2953,W0220.B3.DIW.07,4951.98,3
2954,W0220.B3.DIW.09,6088.50,3
2955,W0220.B3.DIW.11,10528.80,3
2956,W0220.B3.DIW.12,19656.01,3
2957,W0221.B3.DIW.01,2066.40,3
2958,W0221.B3.DIW.02,2174.64,3
2959,W0221.B3.DIW.04,4140.18,3
2960,W0221.B3.DIW.06,4424.31,3
2961,W0221.B3.DIW.07,4769.32,3
2962,W0222.B3.DIW.01,2023.35,3
2963,W0222.B3.DIW.02,2341.92,3
2964,W0222.B3.DIW.03,2488.29,3
2965,W0222.B3.DIW.07,3835.75,3
2966,W0222.B3.DIW.08,4119.89,3
2967,W0222.B3.DIW.09,4261.95,3
2968,W0222.B3.DIW.10,4464.90,3
2969,W0222.B3.DIW.14,2446.47,3
2970,W0222.B3.DIW.12,1571.33,3
2972,W0223.B3.DIW.01,1958.77,3
2973,W0223.B3.DIW.02,2049.18,3
2974,W0223.B3.DIW.03,4627.26,3
2975,W0223.B3.DIW.04,4951.98,3
2976,W0224.B3.DIW.01,1958.77,3
2977,W0224.B3.DIW.02,2049.18,3
2978,W0224.B3.DIW.03,4261.95,3
2979,W0224.B3.DIW.04,4464.90,3
2980,W0225.B3.DIW.01,2111.91,3
2981,W0225.B3.DIW.02,2279.19,3
2982,W0225.B3.DIW.04,4322.84,3
2983,W0225.B3.DIW.05,4667.85,3
2988,W0228.B3.DIW.02,2634.66,3
2990,W0228.B3.DIW.04,4627.26,3
2991,W0228.B3.DIW.05,4951.98,3
2992,W0228.B3.DIW.06,5621.71,3
2993,W0229.B3.DIW.02,2279.19,3
2995,W0229.B3.DIW.06,4363.43,3
2996,W0229.B3.DIW.07,4566.38,3
2997,W0230.B3.DIW.01,2111.91,3
2998,W0230.B3.DIW.02,2279.19,3
2999,W0231.B3.DIW.01,2111.91,3
3000,W0231.B3.DIW.02,2279.19,3
3001,W0231.B3.DIW.04,4424.31,3
3002,W0231.B3.DIW.05,4769.32,3
3006,W0234.B3.DIW.03,4525.78,3
3007,W0234.B3.DIW.04,4850.50,3
3008,W0234.B3.DIW.06,19827.60,3
3009,W0235.B3.DIW.01,2383.74,3
3010,W0237.B3.DIW.01,2023.35,3
3011,W0238.B3.DIW.01,3031.95,3
3012,W0239.B3.DIW.01,3511.03,3
3013,W0240.B3.DIW.01,3511.03,3
3014,W0241.B3.DIW.03,3713.99,3
3015,W0242.B3.DIW.02,3511.03,3
3016,W0243.B3.DIW.01,3511.03,3
3019,W0246.B3.DIW.01,2864.67,3
3021,W0248.B3.DIW.01,2927.40,3
3022,W0249.B3.DIW.01,2718.30,3
3028,W0256.B3.DIW.01,3282.87,3
3030,W0258.B3.DIW.01,3571.92,3
3034,W0262.B3.DIW.02,3368.97,3
3036,W0267.B3.DIW.02,5642.01,3
3038,W0269.B3.DIW.01,2613.75,3
3039,W0271.B3.DIW.01,4911.39,3
3040,W0272.B3.DIW.01,3551.63,3
3041,W0273.B3.DIW.01,2801.94,3
3043,W0276.B3.DIW.01,2739.21,3
3045,W0278.B3.DIW.01,3282.87,3
3047,W0285.B3.DIW.01,1980.30,3
3048,W0286.B3.DIW.01,2467.38,3
3050,W0288.B3.DIW.01,3011.04,3
3051,W0288.B3.DIW.02,4343.13,3
3053,W0291.B3.DIW.01,4809.91,3
3054,W0292.B3.DIW.02,3937.23,3
3055,W0293.B3.DIW.01,4343.13,3
3056,W0294.B3.DIW.01,3261.96,3
3057,W0294.B3.DIW.02,3612.51,3
3058,W0294.B3.DIW.03,4343.13,3
3059,W0295.B3.DIW.01,3094.68,3
3063,W0299.B3.DIW.01,2990.13,3
3066,W0302.B3.DIW.01,3815.46,3
3067,W0305.B3.DIW.01,2509.20,3
3068,W0306.B3.DIW.01,1829.63,3
3069,W0311.B3.DIW.01,2300.10,3
3070,W0314.B3.DIW.01,2822.85,3
3071,W0317.B3.DIW.01,3835.75,3
3072,W0318.B3.DIW.02,2718.30,3
3076,W0320.B3.DIW.02,2404.65,3
3077,W0320.B3.DIW.03,2739.21,3
